"ID","year","ndvi","mean_3x3","sd_3x3"
"22091037","2018",0.728367924690247,0.73048018084632,0.0050770273658541
"22091038","2018",0.70904928445816,0.709601395659976,0.00496441927573765
"22092037","2018",0.708987891674042,0.70710246430503,0.00734685209172958
"22092038","2018",0.713908791542053,0.716406325499217,0.00386816146991958
"22092039","2018",0.700277328491211,0.702931529945797,0.00425612950235825
"22094036","2018",0.745309114456177,0.733815577295091,0.0119669748116875
"22094038","2018",0.696186423301697,0.710814330312941,0.0105676371286604
"22095038","2018",0.735776603221893,0.72439212931527,0.0187215151146983
"22095039","2018",0.732512295246124,0.735663586192661,0.00234975742518024
"22096037","2018",0.748622298240662,0.750978549321493,0.00362350075028313
"22096039","2018",0.743673026561737,0.736981312433879,0.0126809943313223
"22097036","2018",0.763988733291626,0.752826790014903,0.0228308315227899
"22099038","2018",0.751880466938019,0.747002038690779,0.00771020247620323
"22099039","2018",0.744171798229218,0.746595528390672,0.0116077379481046
"22100039","2018",0.752286374568939,0.752941495842404,0.0104120778300117
"22100040","2018",0.743208110332489,0.739333775308397,0.013941248762517
"34084022","2018",0.701989829540253,0.691494392024146,0.0132177572329408
"34084023","2018",0.72563374042511,0.717814286549886,0.00950556006403641
"34085021","2018",0.66005665063858,0.65932332807117,0.0257508732440884
"34085022","2018",0.646145045757294,0.637556440300412,0.0270353318763482
"34085024","2018",0.687271773815155,0.684248493777381,0.00867387916124419
"34085026","2018",0.66609662771225,0.677472386095259,0.0101867776586856
"34086021","2018",0.720175921916962,0.712834603256649,0.0156366623937228
"34086023","2018",0.693378925323486,0.711147308349609,0.0083214485110884
"34086025","2018",0.689460337162018,0.696506533357832,0.0258312007019199
"34087021","2018",0.677210569381714,0.680244538519118,0.0113129651266236
"34087022","2018",0.707729160785675,0.702624619007111,0.00676571881343771
"34087023","2018",0.634374976158142,0.624006410439809,0.0367569496077792
"34087025","2018",0.668085992336273,0.67649550570382,0.00652942708755184
"34087027","2018",0.627186179161072,0.626832154062059,0.0279993682435612
"34088024","2018",0.651044130325317,0.628329316775004,0.0189077991718795
"34088025","2018",0.690166234970093,0.687339418464237,0.00396032396186031
"34088027","2018",0.677582561969757,0.663202808962928,0.0110660327455348
"34089023","2018",0.688719630241394,0.691169891092512,0.00818440105081744
"34089024","2018",0.584207117557526,0.602056682109833,0.0241224567683795
"34089026","2018",0.686797380447388,0.683683435122172,0.0095761545343832
"34089027","2018",0.685549974441528,0.67476941479577,0.0105927803169823
"34090021","2018",0.694425344467163,0.687590459982554,0.0136677867683737
"34090022","2018",0.70575612783432,0.713157481617398,0.00957939629895136
"34090025","2018",0.706521689891815,0.703056865268283,0.00376353016486368
"34090028","2018",0.646689295768738,0.64361227883233,0.00566412014900191
"34090029","2018",0.693458139896393,0.694771097766029,0.00896257374099609
"34091022","2018",0.704758644104004,0.710175779130724,0.00447222496470643
"34091025","2018",0.682444870471954,0.686571008629269,0.00753905126142702
"34091028","2018",0.677992105484009,0.670223355293274,0.00881402553235567
"34091029","2018",0.701550304889679,0.698095010386573,0.00705826144905231
"34091030","2018",0.682331323623657,0.670495927333832,0.0232566550421612
"34092022","2018",0.691959977149963,0.692966275744968,0.00344615254375195
"34092025","2018",0.693897485733032,0.669630255964067,0.0313329881977797
"34092027","2018",0.709409415721893,0.709165453910828,0.0043560706281906
"34092028","2018",0.70442008972168,0.706018964449565,0.00709005306939175
"34092029","2018",0.651353597640991,0.668036083380381,0.0205306928835278
"34092031","2018",0.620113134384155,0.649458103709751,0.0193610518633946
"34093022","2018",0.714299380779266,0.706485317813026,0.00713857244733473
"34093024","2018",0.678695023059845,0.667410108778212,0.0104600215052148
"34093025","2018",0.654688358306885,0.664456983407338,0.00838407630437907
"34093031","2018",0.68159157037735,0.676854325665368,0.0113178690082029
"34094022","2018",0.739062786102295,0.737098322974311,0.0092193086406553
"34094025","2018",0.651135802268982,0.66434958908293,0.0237343206782281
"34094026","2018",0.677605032920837,0.670494026607937,0.00452151968324766
"34094029","2018",0.68136590719223,0.681967291567061,0.0103952412431134
"34094030","2018",0.70570981502533,0.70464915699429,0.007341136909099
"34094031","2018",0.678790211677551,0.690765082836151,0.00874506371530668
"34095028","2018",0.685859680175781,0.680882672468821,0.0103119041547721
"34095032","2018",0.713752329349518,0.702615704801347,0.0143714744520181
"34096022","2018",0.649900496006012,0.670810970995161,0.0318775584513009
"34096024","2018",0.701185464859009,0.69687149922053,0.00850670258384655
"34096026","2018",0.661051094532013,0.663613186942207,0.00511128642407233
"34097025","2018",0.727343082427979,0.729834000269572,0.0137598441343967
"34097026","2018",0.705053985118866,0.702689362896813,0.00338585502346576
"34097027","2018",0.692353129386902,0.694080154101054,0.00538544607320957
"34097030","2018",0.698013663291931,0.69128782219357,0.0151882436278764
"34097032","2018",0.721233665943146,0.718241155147552,0.00807820755501504
"34097034","2018",0.76594340801239,0.759474707974328,0.00748340666600583
"34098026","2018",0.703818202018738,0.705574062135484,0.00811269755952269
"34098030","2018",0.700993180274963,0.702326350741916,0.0122136578553924
"34098032","2018",0.73635596036911,0.736522561973996,0.00558727240327735
"34098036","2018",0.732324421405792,0.738457573784722,0.00419684855899856
"34099025","2018",0.672900438308716,0.686666554874844,0.00864923282228754
"34099027","2018",0.704666376113892,0.70210964149899,0.00362037892998136
"34099036","2018",0.74226450920105,0.74096554517746,0.0244689374866169
"34100024","2018",0.669369220733643,0.698159290684594,0.0344340305003557
"34100027","2018",0.739498734474182,0.742843952443865,0.00776721926827367
"34100028","2018",0.728219449520111,0.725998401641846,0.00433154261118649
"34100033","2018",0.720208406448364,0.720143742031521,0.00834106946890981
"34100035","2018",0.753519058227539,0.740675701035394,0.0142097807066028
"34101027","2018",0.758415460586548,0.757295933034685,0.0091322064483415
"34101029","2018",0.691901445388794,0.693452113204532,0.0090892083604319
"34101030","2018",0.684226512908936,0.685802770985497,0.0231019327580349
"34101033","2018",0.736782610416412,0.723738756444719,0.0373088158843502
"34101034","2018",0.751851856708527,0.75315781434377,0.00602629303710041
"34101035","2018",0.752665817737579,0.75313303205702,0.00441033197891497
"34102025","2018",0.677356898784637,0.662116203043196,0.0336291749346925
"34102026","2018",0.730341076850891,0.734301884969076,0.00675467686561697
"34102027","2018",0.739164769649506,0.732081214586894,0.0119851256153251
"34102029","2018",0.749003827571869,0.754166000419193,0.00496403295790894
"34102030","2018",0.711185812950134,0.710110379589929,0.00409094562275329
"34102035","2018",0.760135650634766,0.761946545706855,0.0159822787530451
"34102036","2018",0.759094178676605,0.757353491253323,0.0162784274765499
"34102037","2018",0.767223119735718,0.765409992800819,0.00639642609491232
"34103027","2018",0.759855806827545,0.76110221279992,0.00686846346842179
"34103032","2018",0.739824771881104,0.738195565011766,0.00285822956989676
"34103039","2018",0.788723826408386,0.785657008488973,0.00435159688973786
"34094023","2019",0.734875440597534,0.733137309551239,0.00385790831347812
"34094024","2019",0.735216856002808,0.732539031240675,0.00371980130527267
"34095023","2019",0.756379663944244,0.752519932058122,0.00994030264292172
"34095024","2019",0.744442045688629,0.738848891523149,0.00866748564284069
"34095025","2019",0.72772890329361,0.724312378300561,0.013277207800293
"34096032","2019",0.704007923603058,0.704132431083255,0.0144676018871416
"34100036","2019",0.71771365404129,0.716878407531314,0.0145019860966077
